答案1: 21
答案4835: 5
答案4836: 2
答案4837: 3
答案4838: 1/54
答案4839: 7
答案4840: 4/7
答案4841: 4/9
答案4842: 3/7
答案4843: 3/14
答案4844: 1/7
答案4845: 3/28
答案4846: 3/4
答案4847: 1/14
答案4848: 3/5
答案4849: 3/49
答案4850: 2/3
答案4851: 7
答案4852: 9/14
答案4853: 27/28
答案4854: 13
答案4855: 3/14
答案4856: 8
答案4857: 3/16
答案4858: 3/10
答案4859: 7/24
答案4860: 1/2
答案4861: 8
答案4862: 3/8
答案4863: 3/4
答案4864: 41/90
答案4865: 6
答案4866: 6
答案4867: 4/5
答案4868: 2
答案4869: 1/8
答案4870: 3/16
答案4871: 3/28
答案4872: 2/21
答案4873: 3/16
答案4874: 3/20
答案4875: 3/32
答案4876: 20
答案4877: 1/3
答案4878: 3/32
答案4879: 18
答案4880: 2/9
答案4881: 1/72
答案4882: 1/40
答案4883: 3/40
答案4884: 1/4
答案4885: 11
答案4886: 19
答案4887: 3/4
答案4888: 1/600
答案4889: 1/2
答案4890: 16
答案4891: 4/75
答案4892: 8
答案4893: 20
答案4894: 5
答案4895: 4
答案4896: 10/147
答案4897: 5/288
答案4898: 7
答案4899: 3/5
答案4900: 11/14
答案4901: 10
答案4902: 9
答案4903: 6
答案4904: 5
答案4905: 5
答案4906: 5
答案4907: 63
答案4908: 3
答案4909: 2/3
答案4910: 1/10
答案4911: 3/4
答案4912: 11
答案4913: 2/25
答案4914: 1/12
答案4915: 1/3
答案4916: 10
答案4917: 5/7
答案4918: 15
答案4919: 7
答案4920: 15
答案4921: 12
答案4922: 15
答案4923: 10
答案4924: 9
答案4925: 9
答案4926: 1/27
答案4927: 2
答案4928: 2/81
答案4929: 11
答案4930: 1/441
答案4931: 11
答案4932: 20
答案4933: 6
答案4934: 4
答案4935: 8
答案4936: 3
答案4937: 1
答案4938: 7
答案4939: 3/5
答案4940: 36/79
答案4941: 2
答案4942: 1/2
答案4943: 1/420
答案4944: 6
答案4945: 3
答案4946: 6
答案4947: 7
答案4948: 2/7
答案4949: 18/19
答案4950: 2
答案4951: 4
答案4952: 5/96
答案4953: 3/20
答案4954: 5/18
答案4955: 3
答案4956: 3/4
答案4957: 1/4
答案4958: 2/7
答案4959: 2/5
答案4960: 5/8
答案4961: 1/12
答案4962: 5/6
答案4963: 1/8
答案4964: 1
答案4965: 1
答案4966: 1/3
答案4967: 12/175
答案4968: 3/4
答案4969: 2/9
答案4970: 19
答案4971: 18
答案4972: 7/90
答案4973: 2/9
答案4974: 11
答案4975: 17
答案4976: 1/3
答案4977: 16
答案4978: 15
答案4979: 7/15
答案4980: 1
答案4981: 1/2
答案4982: 2/3
答案4983: 2/5
答案4984: 2/27
答案4985: 5/63
答案4986: 2/7
答案4987: 9
答案4988: 3
答案4989: 14
答案4990: 9
答案4991: 20
答案4992: 11
答案4993: 6
答案4994: 4
答案4995: 8/45
答案4996: 1
答案4997: 1/27
答案4998: 35/396
答案4999: 5/108
答案5000: 12
答案5001: 3/280
答案5002: 8
答案5003: 2
答案5004: 11
答案5005: 5
答案5006: 7
答案5007: 5/12
答案5008: 5
答案5009: 2/3
答案5010: 1/120
答案5011: 4
答案5012: 1/5
答案5013: 6/35
答案5014: 4
答案5015: 6
答案5016: 5
答案5017: 3
答案5018: 8
答案5019: 14
答案5020: 18
答案5021: 10
答案5022: 4
答案5023: 5/216
答案5024: 3
答案5025: 16
答案5026: 15
答案5027: 9
答案5028: 17
答案5029: 8
答案5030: 1/35
答案5031: 10
答案5032: 7
答案5033: 16
答案5034: 9
答案5035: 10
答案5036: 7
答案5037: 13
答案5038: 6
答案5039: 10
答案5040: 18
答案5041: 5
答案5042: 5/24
答案5043: 11
答案5044: 11
答案5045: 14
答案5046: 1/126
答案5047: 9
答案5048: 6
答案5049: 3
答案5050: 14
答案5051: 11/15
答案5052: 5
答案5053: 16
答案5054: 2/63
答案5055: 7
答案5056: 5/9
答案5057: 15
答案5058: 1/18
答案5059: 5
答案5060: 9
答案5061: 7/15
答案5062: 1/3
答案5063: 5/7
答案5064: 5/14
答案5065: 5/21
答案5066: 5/28
答案5067: 1/7
答案5068: 9/14
答案5069: 6
答案5070: 1/7
答案5071: 1/10
答案5072: 1/70
答案5073: 3/160
答案5074: 13/18
答案5075: 2
答案5076: 3
答案5077: 1
答案5078: 5/42
答案5079: 8
答案5080: 2/3
答案5081: 5/49
答案5082: 5/56
答案5083: 11
答案5084: 5/63
答案5085: 10
答案5086: 1/12
答案5087: 1/105
答案5088: 1/70
答案5089: 3/32
答案5090: 16/315
答案5091: 1/6
答案5092: 1/3
答案5093: 2/9
答案5094: 7
答案5095: 1/12
答案5096: 2/27
答案5097: 5
答案5098: 9
答案5099: 1/9
答案5100: 2/21
答案5101: 8
答案5102: 5
答案5103: 4
答案5104: 7
答案5105: 8
答案5106: 6
答案5107: 4/5
答案5108: 3/35
答案5109: 9
答案5110: 10
答案5111: 21/512
答案5112: 16/27
答案5113: 5
答案5114: 11
答案5115: 10
答案5116: 7
答案5117: 3
答案5118: 9
答案5119: 4/5
答案5120: 4
答案5121: 1/2
答案5122: 1/25
答案5123: 7/18
答案5124: 11
答案5125: 1
答案5126: 19
答案5127: 2
答案5128: 17
答案5129: 8/15
答案5130: 13
答案5131: 4
答案5132: 15
答案5133: 7/81
答案5134: 18
答案5135: 18
答案5136: 10
答案5137: 5/6
答案5138: 5/7
答案5139: 5/6
答案5140: 3/8
答案5141: 1/2
答案5142: 20
答案5143: 8/105
答案5144: 3/4
答案5145: 8
答案5146: 10
答案5147: 6
答案5148: 16
答案5149: 2/3
答案5150: 11/12
答案5151: 2
答案5152: 1
答案5153: 3/16
答案5154: 1/4
答案5155: 1/2
答案5156: 1/105
答案5157: 4
答案5158: 12
答案5159: 14
答案5160: 8
答案5161: 6/7
答案5162: 1/3
答案5163: 1
答案5164: 7
答案5165: 6
答案5166: 20/147
答案5167: 21
答案5168: 7/18
答案5169: 12
答案5170: 11
答案5171: 10
答案5172: 2/9
答案5173: 9
答案5174: 6
答案5175: 9
答案5176: 12
答案5177: 15
答案5178: 9
答案5179: 9/22
答案5180: 6/7
答案5181: 1/32
答案5182: 1/36
答案5183: 16
答案5184: 17
答案5185: 1/12
答案5186: 2
答案5187: 1/20
答案5188: 1/24
答案5189: 14
答案5190: 18
答案5191: 19
答案5192: 20
答案5193: 1
答案5194: 6
答案5195: 3
答案5196: 2/27
答案5197: 4
答案5198: 5/72
答案5199: 1
答案5200: 10
答案5201: 11
答案5202: 15/32
答案5203: 1/45
答案5204: 1/12
答案5205: 1/4
答案5206: 18
答案5207: 3
答案5208: 8
答案5209: 17
答案5210: 1/10
答案5211: 6
答案5212: 5/81
答案5213: 1/48
答案5214: 2
答案5215: 2/135
答案5216: 5
答案5217: 4
答案5218: 2
答案5219: 15
答案5220: 5
答案5221: 6
答案5222: 3
答案5223: 7/864
答案5224: 13/24
答案5225: 90
答案5226: 4/9
答案5227: 8/9
答案5228: 2/9
答案5229: 1/140
答案5230: 8/27
答案5231: 4/27
答案5232: 8/45
答案5233: 1/9
答案5234: 8/63
答案5235: 8/81
答案5236: 49/174
答案5237: 4/5
答案5238: 4/63
答案5239: 1/15
答案5240: 17
答案5241: 16
答案5242: 13
答案5243: 3/8
答案5244: 7/16
答案5245: 4/25
答案5246: 14
答案5247: 7
答案5248: 7
答案5249: 6
答案5250: 4
答案5251: 11/30
答案5252: 1/360
答案5253: 1/972
答案5254: 9/64
答案5255: 3
答案5256: 1/7
答案5257: 3
答案5258: 1
答案5259: 9
答案5260: 4/45
答案5261: 2/27
答案5262: 2
答案5263: 1/60
答案5264: 2
答案5265: 1/18
答案5266: 1/5
答案5267: 2
答案5268: 7
答案5269: 1/3
答案5270: 4
答案5271: 7
答案5272: 7
答案5273: 8/11
答案5274: 1/7
答案5275: 3/16
答案5276: 7/45
答案5277: 79/90
答案5278: 8
答案5279: 6
答案5280: 5
答案5281: 10
答案5282: 1/14
答案5283: 1/14
答案5284: 1/12
答案5285: 7/24
答案5286: 3
答案5287: 3/7
答案5288: 7
答案5289: 16
答案5290: 17
答案5291: 9
答案5292: 3
答案5293: 1
答案5294: 7
答案5295: 14
答案5296: 12
答案5297: 1/12
答案5298: 3
答案5299: 1/7
答案5300: 1
答案5301: 5
答案5302: 5
答案5303: 10
答案5304: 18
答案5305: 7
答案5306: 1
答案5307: 1
答案5308: 19
答案5309: 17
答案5310: 11
答案5311: 16
答案5312: 20
答案5313: 42
答案5314: 14
答案5315: 15
答案5316: 8/9
答案5317: 1
答案5318: 8
答案5319: 9
答案5320: 9/35
答案5321: 5/8
答案5322: 18
答案5323: 3/4
答案5324: 1
答案5325: 10
答案5326: 13
答案5327: 8/81
答案5328: 9
答案5329: 2
答案5330: 5
答案5331: 16
答案5332: 6
答案5333: 3/5
答案5334: 4
答案5335: 2
答案5336: 3
答案5337: 3/4
答案5338: 7
答案5339: 1/2
答案5340: 2
答案5341: 7
答案5342: 1
答案5343: 8
答案5344: 15
答案5345: 14
答案5346: 18
答案5347: 11
答案5348: 17
答案5349: 18
答案5350: 11
答案5351: 73/108
答案5352: 6
答案5353: 18
答案5354: 5/6
答案5355: 1/8
答案5356: 1/7
答案5357: 1/9
答案5358: 6
答案5359: 11
答案5360: 29/3528
答案5361: 1
答案5362: 2
答案5363: 3
答案5364: 3
答案5365: 10
答案5366: 1/2
答案5367: 1/3
答案5368: 6/7
答案5369: 1/7
答案5370: 1/4
答案5371: 1/126
答案5372: 1/5
答案5373: 2/27
答案5374: 18
答案5375: 10
答案5376: 11
答案5377: 1/10
答案5378: 5/12
答案5379: 6
答案5380: 3/49
答案5381: 1/9
答案5382: 5/58
答案5383: 2
答案5384: 7
答案5385: 3
答案5386: 5
答案5387: 10
答案5388: 5/64
答案5389: 2/9
答案5390: 4/9
答案5391: 2/3
答案5392: 8/9
答案5393: 10
答案5394: 9
答案5395: 3
答案5396: 2/5
答案5397: 12
答案5398: 2
答案5399: 1/4
答案5400: 1/8
答案5401: 11
答案5402: 1/8
答案5403: 6
答案5404: 2
答案5405: 5
答案5406: 8
答案5407: 9/56
答案5408: 7
答案5409: 4
答案5410: 8
答案5411: 2/15
答案5412: 1/162
答案5413: 3
答案5414: 1
答案5415: 5/6
答案5416: 5/6
答案5417: 6
答案5418: 20
答案5419: 1/245
答案5420: 10
答案5421: 2/15
答案5422: 8
答案5423: 10/21
答案5424: 8
答案5425: 4
答案5426: 13
答案5427: 3/4
答案5428: 2/27
答案5429: 3
答案5430: 11
答案5431: 3/28
答案5432: 10
答案5433: 13
答案5434: 10
答案5435: 12
答案5436: 14
答案5437: 11
答案5438: 3
答案5439: 8
答案5440: 2
答案5441: 4
答案5442: 14
答案5443: 4/9
答案5444: 3
答案5445: 6/7
答案5446: 6
答案5447: 5
答案5448: 8
答案5449: 7
答案5450: 7
答案5451: 1/2
答案5452: 1/504
答案5453: 9
答案5454: 6
答案5455: 9
答案5456: 8
答案5457: 6
答案5458: 8
答案5459: 18
答案5460: 12
答案5461: 1/10
答案5462: 5/12
答案5463: 8
答案5464: 18
答案5465: 5/12
答案5466: 4/9
答案5467: 1/6
答案5468: 12
答案5469: 7/72
答案5470: 1/9
答案5471: 34/147
答案5472: 1/4
答案5473: 1/3
答案5474: 6
答案5475: 5
答案5476: 4/21
答案5477: 6
答案5478: 1/24
答案5479: 3
答案5480: 1/21
答案5481: 6
答案5482: 2
答案5483: 13
答案5484: 12
答案5485: 12
答案5486: 8
答案5487: 4
答案5488: 3
答案5489: 4
答案5490: 6
答案5491: 5
答案5492: 8
答案5493: 16
答案5494: 7
答案5495: 7/16
答案5496: 14
答案5497: 7/32
答案5498: 8
答案5499: 1/3
答案5500: 7/24
答案5501: 16
答案5502: 7/48
答案5503: 7/40
答案5504: 7/64
答案5505: 2
答案5506: 1/8
答案5507: 1/8
答案5508: 3/8
答案5509: 17
答案5510: 2
答案5511: 1
答案5512: 12
答案5513: 1
答案5514: 15
答案5515: 8
答案5516: 17
答案5517: 2/7
答案5518: 1/4
答案5519: 3/4
答案5520: 3/28
答案5521: 1/12
答案5522: 29/42
答案5523: 15
答案5524: 1/4
答案5525: 16
答案5526: 14
答案5527: 1/30
答案5528: 13
答案5529: 1
答案5530: 4/7
答案5531: 14
答案5532: 1/16
答案5533: 6
答案5534: 13
答案5535: 11
答案5536: 1/8
答案5537: 3/20
答案5538: 8
答案5539: 3/16
答案5540: 1/4
答案5541: 3/8
答案5542: 1/12
答案5543: 3/32
答案5544: 3/28
答案5545: 1/8
答案5546: 8
答案5547: 13/18
答案5548: 3/4
答案5549: 5/36
答案5550: 7
答案5551: 10
答案5552: 11
答案5553: 2/35
答案5554: 1/20
答案5555: 2/25
答案5556: 1/15
答案5557: 2/15
答案5558: 1/10
答案5559: 2
答案5560: 1/18
答案5561: 1/5
答案5562: 1/72
答案5563: 5/441
答案5564: 5/504
答案5565: 1
答案5566: 5
答案5567: 10
答案5568: 18
答案5569: 1/9
答案5570: 13/21
答案5571: 4/9
答案5572: 12
答案5573: 4
答案5574: 7
答案5575: 9
答案5576: 4/5
答案5577: 9
答案5578: 4
答案5579: 10
答案5580: 10
答案5581: 2/3
答案5582: 6
答案5583: 4/7
答案5584: 1/2
答案5585: 5
答案5586: 8
答案5587: 2/5
答案5588: 7
答案5589: 5/7
答案5590: 5
答案5591: 7
答案5592: 3/560
答案5593: 19
答案5594: 12
答案5595: 13
答案5596: 2/5
答案5597: 11
答案5598: 9
答案5599: 5
答案5600: 5/8
答案5601: 2
答案5602: 10
答案5603: 11
答案5604: 5
答案5605: 6
答案5606: 1
答案5607: 7
答案5608: 3/40
答案5609: 8
答案5610: 9
答案5611: 2/7
答案5612: 3
答案5613: 4
答案5614: 1/3
答案5615: 2/5
答案5616: 5
答案5617: 6
答案5618: 5/6
答案5619: 8
答案5620: 5/8
答案5621: 2/9
答案5622: 1
答案5623: 3/8
答案5624: 7/8
答案5625: 17
答案5626: 16
答案5627: 8
答案5628: 1/36
答案5629: 11
答案5630: 15
答案5631: 4
答案5632: 8
答案5633: 12
答案5634: 6
答案5635: 4
答案5636: 2
答案5637: 16
答案5638: 1/108
答案5639: 10
答案5640: 7
答案5641: 18
答案5642: 1/9
答案5643: 9
答案5644: 15
答案5645: 12
答案5646: 2/9
答案5647: 4/21
答案5648: 1/3
答案5649: 4/9
答案5650: 18
答案5651: 7/12
答案5652: 1/360
答案5653: 7/10
答案5654: 1/280
答案5655: 5
答案5656: 6
答案5657: 7
答案5658: 2
答案5659: 6
答案5660: 7/12
答案5661: 13
答案5662: 12
答案5663: 3/4
答案5664: 3
答案5665: 4
答案5666: 1
答案5667: 2
答案5668: 18
答案5669: 8/35
答案5670: 10
答案5671: 8/45
答案5672: 16
答案5673: 15
答案5674: 1/5
答案5675: 3
答案5676: 5/54
答案5677: 13
答案5678: 10
答案5679: 7
答案5680: 8
答案5681: 5
答案5682: 6
答案5683: 5/18
答案5684: 9
答案5685: 8/15
答案5686: 4/5
答案5687: 8/25
答案5688: 20
答案5689: 3
答案5690: 1/72
答案5691: 4
答案5692: 11
答案5693: 2
答案5694: 4/15
答案5695: 2
答案5696: 2
答案5697: 11
答案5698: 1/5
答案5699: 2/5
答案5700: 6
答案5701: 3
答案5702: 7/225
答案5703: 16
答案5704: 1
答案5705: 19
答案5706: 14
答案5707: 7
答案5708: 1/5
答案5709: 13
答案5710: 5/144
答案5711: 5/108
答案5712: 1
答案5713: 3
答案5714: 1/252
答案5715: 1/14
答案5716: 6
答案5717: 1/6
答案5718: 3/16
答案5719: 1
答案5720: 2
答案5721: 3
答案5722: 5
答案5723: 6
答案5724: 25/28
答案5725: 9
答案5726: 1/2
答案5727: 14
答案5728: 5
答案5729: 4
答案5730: 1/72
答案5731: 1/81
答案5732: 5/7
答案5733: 3
答案5734: 1/9
答案5735: 20
答案5736: 55/72
答案5737: 4/105
答案5738: 13
答案5739: 9/20
答案5740: 16
答案5741: 11
答案5742: 10
答案5743: 1/3
答案5744: 3/8
答案5745: 1/27
答案5746: 1/54
答案5747: 1/63
答案5748: 3/4
答案5749: 1/36
答案5750: 20
答案5751: 3/7
答案5752: 1/2
答案5753: 1/45
答案5754: 5
答案5755: 1/288
答案5756: 13
答案5757: 1/49
答案5758: 11
答案5759: 10
答案5760: 18
答案5761: 1/36
答案5762: 1/3
答案5763: 5/16
答案5764: 13/126
答案5765: 1
答案5766: 24
答案5767: 17/28
答案5768: 6/7
答案5769: 1/64
答案5770: 4
答案5771: 1/12
答案5772: 13
答案5773: 1/3
答案5774: 5/324
答案5775: 14
答案5776: 1
答案5777: 9
答案5778: 7/8
答案5779: 18
答案5780: 1/12
答案5781: 7/60
答案5782: 13
答案5783: 11
答案5784: 1
答案5785: 18
答案5786: 17
答案5787: 2
答案5788: 11
答案5789: 10
答案5790: 2
答案5791: 9
答案5792: 8
答案5793: 1/216
答案5794: 1/108
答案5795: 4
答案5796: 5
答案5797: 2
答案5798: 5/567
答案5799: 1
答案5800: 1/243
答案5801: 8
答案5802: 14
答案5803: 7
答案5804: 6
答案5805: 5
答案5806: 14
答案5807: 15
答案5808: 12
答案5809: 16
答案5810: 16
答案5811: 17
答案5812: 11
答案5813: 11
答案5814: 1/2
答案5815: 10
答案5816: 12
答案5817: 4/7
答案5818: 6
答案5819: 47/63
答案5820: 9
答案5821: 7
答案5822: 18
答案5823: 11/72
答案5824: 4
答案5825: 1
答案5826: 18
答案5827: 1/81
答案5828: 6
答案5829: 10
答案5830: 6/7
答案5831: 2/3
答案5832: 8
答案5833: 4/9
答案5834: 8/9
答案5835: 5/14
答案5836: 2/21
答案5837: 2
答案5838: 2
答案5839: 5/8
答案5840: 4
答案5841: 7
答案5842: 1
答案5843: 6/7
答案5844: 6
答案5845: 5/6
答案5846: 4
答案5847: 16
答案5848: 1/10
答案5849: 1/4
答案5850: 1/6
答案5851: 2
答案5852: 8
答案5853: 1/3
答案5854: 1/16
答案5855: 5
答案5856: 1/18
答案5857: 6
答案5858: 1/12
答案5859: 7/30
答案5860: 4/7
答案5861: 4/5
答案5862: 7/25
答案5863: 7/20
答案5864: 4/9
答案5865: 7/15
答案5866: 7/10
答案5867: 1/3
答案5868: 5/72
答案5869: 4/5
答案5870: 2/3
答案5871: 1
答案5872: 14
答案5873: 18
答案5874: 12/35
答案5875: 1/108
答案5876: 1/54
答案5877: 19
答案5878: 7/45
答案5879: 7/40
答案5880: 19
答案5881: 1/5
答案5882: 3
答案5883: 5
答案5884: 6
答案5885: 5
答案5886: 8
答案5887: 9
答案5888: 13
答案5889: 14
答案5890: 15
答案5891: 1/42
答案5892: 7
答案5893: 11
答案5894: 2
答案5895: 5/36
答案5896: 7
答案5897: 1
答案5898: 13/42
答案5899: 8
答案5900: 9
答案5901: 10
答案5902: 21
答案5903: 11
答案5904: 12
答案5905: 4/9
答案5906: 1/324
答案5907: 4
答案5908: 10
答案5909: 4
答案5910: 1/7
答案5911: 8
答案5912: 1/4
答案5913: 11
答案5914: 5/49
答案5915: 8/21
答案5916: 17
答案5917: 1/360
答案5918: 8/9
答案5919: 5
答案5920: 2
答案5921: 17
答案5922: 2
答案5923: 4
答案5924: 1
答案5925: 10
答案5926: 1/2
答案5927: 1/36
答案5928: 6
答案5929: 5
答案5930: 13/15
答案5931: 4
答案5932: 3
答案5933: 3/7
答案5934: 3
答案5935: 17
答案5936: 10/27
答案5937: 7
答案5938: 2
答案5939: 5/27
答案5940: 10/63
答案5941: 6
答案5942: 3/4
答案5943: 8/105
答案5944: 7/100
答案5945: 1
答案5946: 16
答案5947: 14
答案5948: 14
答案5949: 12
答案5950: 2/147
答案5951: 9
答案5952: 2/441
答案5953: 10
答案5954: 3/70
答案5955: 8
答案5956: 5/8
答案5957: 20
答案5958: 14
答案5959: 3
答案5960: 3
答案5961: 2
答案5962: 18
答案5963: 4
答案5964: 19
答案5965: 22
答案5966: 18
答案5967: 16
答案5968: 17
答案5969: 4
答案5970: 4
答案5971: 7/104
答案5972: 2/3
答案5973: 5/6
答案5974: 11
答案5975: 1/2
答案5976: 2/5
答案5977: 2/3
答案5978: 5
答案5979: 12
答案5980: 9
答案5981: 7
答案5982: 1/12
答案5983: 2/21
答案5984: 5
答案5985: 2/27
答案5986: 1/81
答案5987: 3/4
答案5988: 9
答案5989: 5
答案5990: 4/15
答案5991: 11
答案5992: 1/432
答案5993: 4/7
答案5994: 2/3
答案5995: 1
答案5996: 3
答案5997: 13
答案5998: 16
答案5999: 5/18
答案6000: 1/12
答案6001: 2/63
答案6002: 2/225
答案6003: 1/4
答案6004: 7/18
答案6005: 5/16
答案6006: 9
答案6007: 12
答案6008: 12
答案6009: 16
答案6010: 11
答案6011: 5
答案6012: 6
答案6013: 5
答案6014: 7
答案6015: 11
答案6016: 1/6
答案6017: 6
答案6018: 20
答案6019: 5
答案6020: 3/64
答案6021: 1/16
答案6022: 13/20
答案6023: 6/7
答案6024: 1/5
答案6025: 7
答案6026: 4/15
答案6027: 18
答案6028: 3/5
答案6029: 4/45
答案6030: 20
答案6031: 19
答案6032: 12
答案6033: 7/12
答案6034: 1
答案6035: 2/3
答案6036: 4
答案6037: 3/25
答案6038: 1/378
答案6039: 1/10
答案6040: 11
答案6041: 1
答案6042: 11/60
答案6043: 11
答案6044: 10
答案6045: 7
答案6046: 2
答案6047: 7/45
答案6048: 5/63
答案6049: 10
答案6050: 4/21
答案6051: 8
答案6052: 9
答案6053: 2/7
答案6054: 8/15
答案6055: 5
答案6056: 2
答案6057: 48
答案6058: 6/7
答案6059: 3
答案6060: 4
答案6061: 2
答案6062: 1/15
答案6063: 12
答案6064: 2
答案6065: 19/32
答案6066: 5
答案6067: 6
答案6068: 1/24
答案6069: 13
答案6070: 3/35
答案6071: 1/14
答案6072: 15
答案6073: 3/10
答案6074: 13
答案6075: 2/3
答案6076: 1
答案6077: 8/9
答案6078: 6
答案6079: 2
答案6080: 2/3
答案6081: 7
答案6082: 2/5
答案6083: 2
答案6084: 1/63
答案6085: 3/8
答案6086: 6/175
答案6087: 10
答案6088: 6
答案6089: 9
答案6090: 3/35
答案6091: 5/24
答案6092: 7/9
答案6093: 17
答案6094: 5/28
答案6095: 3/4
答案6096: 1
答案6097: 1/7
答案6098: 20
答案6099: 4
答案6100: 13
答案6101: 13
答案6102: 1/3
答案6103: 20
答案6104: 1/6
答案6105: 1/14
答案6106: 1/12
答案6107: 1/5
答案6108: 1/18
答案6109: 2/7
答案6110: 1/16
答案6111: 19
答案6112: 8
答案6113: 7
答案6114: 6
答案6115: 8
答案6116: 9/28
答案6117: 1/180
答案6118: 8
答案6119: 11
答案6120: 8
答案6121: 9
答案6122: 4
答案6123: 4
答案6124: 1/2
答案6125: 3
答案6126: 1/10
答案6127: 1/3
答案6128: 1/8
答案6129: 5
答案6130: 9
答案6131: 6
答案6132: 7
答案6133: 11
答案6134: 3/4
答案6135: 15
答案6136: 13
答案6137: 11
答案6138: 8
答案6139: 10
答案6140: 9
答案6141: 2
答案6142: 6/7
答案6143: 10
答案6144: 7/216
答案6145: 7/324
答案6146: 58
答案6147: 17
答案6148: 6
答案6149: 1/16
答案6150: 6
答案6151: 6/7
答案6152: 36
答案6153: 3/4
答案6154: 1
答案6155: 2/3
答案6156: 4
答案6157: 6
答案6158: 17
答案6159: 1/16
答案6160: 2
答案6161: 1/9
答案6162: 1/168
答案6163: 9
答案6164: 13
答案6165: 7
答案6166: 14
答案6167: 9
答案6168: 14/25
答案6169: 10
答案6170: 3
答案6171: 7
答案6172: 6
答案6173: 2/81
答案6174: 0
答案6175: 18
答案6176: 3
答案6177: 6
答案6178: 9
答案6179: 11
答案6180: 13
答案6181: 7/45
答案6182: 3/64
答案6183: 12
答案6184: 15
答案6185: 14
答案6186: 17
答案6187: 16
答案6188: 19
答案6189: 18
答案6190: 3/20
答案6191: 2/3
答案6192: 7/20
答案6193: 3/4
答案6194: 3/128
答案6195: 6/7
答案6196: 8
答案6197: 7/30
答案6198: 3/4
答案6199: 3/8
答案6200: 3/4
答案6201: 3/8
答案6202: 2/5
答案6203: 1/2
答案6204: 1/5
答案6205: 2/9
答案6206: 1/12
答案6207: 25
答案6208: 1/4
答案6209: 2/7
答案6210: 17
答案6211: 1/4
答案6212: 3/16
答案6213: 3/20
答案6214: 1/8
答案6215: 13
答案6216: 17
答案6217: 9/64
答案6218: 2/3
答案6219: 5/14
答案6220: 1/49
答案6221: 20
答案6222: 3
答案6223: 1/48
答案6224: 5/27
答案6225: 4
答案6226: 3
答案6227: 9
答案6228: 2
答案6229: 5/9
答案6230: 18
答案6231: 1
答案6232: 1/14
答案6233: 1/324
答案6234: 1/81
答案6235: 1/72
答案6236: 18
答案6237: 2/63
答案6238: 11
答案6239: 10
答案6240: 12
答案6241: 14
答案6242: 3/4
答案6243: 6/7
答案6244: 2/3
答案6245: 1
答案6246: 2
答案6247: 3/4
答案6248: 3
答案6249: 1/7
答案6250: 3
答案6251: 14
答案6252: 1
答案6253: 4/5
答案6254: 7/160
答案6255: 15
答案6256: 9
答案6257: 6
答案6258: 5
答案6259: 18
答案6260: 16
答案6261: 7
答案6262: 1/3
答案6263: 1/168
答案6264: 1/3
答案6265: 6
答案6266: 11
答案6267: 4/729
答案6268: 12
答案6269: 2/7
答案6270: 13
答案6271: 14
答案6272: 14
答案6273: 15
答案6274: 1
答案6275: 5/6
答案6276: 16
答案6277: 3/32
答案6278: 2/3
答案6279: 15
答案6280: 1/2
答案6281: 7/8
答案6282: 19
答案6283: 4/105
答案6284: 19
答案6285: 3/4
答案6286: 3
答案6287: 5
答案6288: 5/108
答案6289: 4
答案6290: 2/3
答案6291: 12
答案6292: 1/4
答案6293: 30
答案6294: 3
答案6295: 9/14
答案6296: 17
答案6297: 4/21
答案6298: 2/9
答案6299: 4/27
答案6300: 1/4
答案6301: 3/112
答案6302: 1/6
答案6303: 4/9
答案6304: 2/3
答案6305: 20
答案6306: 4/15
答案6307: 1/3
答案6308: 8/9
答案6309: 1/2
答案6310: 2/3
答案6311: 12
答案6312: 3
答案6313: 14
答案6314: 15
答案6315: 4/7
答案6316: 4
答案6317: 8
答案6318: 17
答案6319: 13
答案6320: 3/7
答案6321: 12
答案6322: 13
答案6323: 5
答案6324: 8
答案6325: 1/3
答案6326: 2/9
答案6327: 6/35
答案6328: 3/10
答案6329: 3/7
答案6330: 6/7
答案6331: 5/9
答案6332: 1/7
答案6333: 17
答案6334: 5
答案6335: 4
答案6336: 15
答案6337: 14
答案6338: 13
答案6339: 1/4
答案6340: 12
答案6341: 1/8
答案6342: 14
答案6343: 1/12
答案6344: 1/16
答案6345: 4
答案6346: 1/20
答案6347: 10
答案6348: 1/24
答案6349: 12
答案6350: 11
答案6351: 1/9
答案6352: 3/4
答案6353: 15
答案6354: 8
答案6355: 5/36
答案6356: 4
答案6357: 4
答案6358: 1/32
答案6359: 1/36
答案6360: 2/135
答案6361: 2/45
答案6362: 1/35
答案6363: 1/6
答案6364: 8
答案6365: 8/25
答案6366: 13
答案6367: 8
答案6368: 24/35
答案6369: 12
答案6370: 23
答案6371: 25/216
答案6372: 14
答案6373: 8
答案6374: 18
答案6375: 5
答案6376: 1/2
答案6377: 5/48
答案6378: 2/7
答案6379: 4
答案6380: 15
答案6381: 18
答案6382: 2
答案6383: 2
答案6384: 5/84
答案6385: 14
答案6386: 4
答案6387: 12
答案6388: 13
答案6389: 11
答案6390: 19
答案6391: 9
答案6392: 17
答案6393: 9
答案6394: 15/16
答案6395: 13/27
答案6396: 2
答案6397: 20
答案6398: 9/14
答案6399: 1
答案6400: 1/9
答案6401: 1/3
答案6402: 11
答案6403: 2/3
答案6404: 18
答案6405: 0
答案6406: 15
答案6407: 0
答案6408: 1
答案6409: 7
答案6410: 15/16
答案6411: 9
